250     0.210651
500     0.408402
750     0.621358
1000     0.826388
1250     1.03699
1500     1.23685
1750     1.43863
2000     1.62226
2250     1.85128
2500     2.01688
2750     2.25726
3000     2.44648
3250     2.64924
3500     2.83773
3750     3.06059
4000     3.2564
4250     3.51173
4500     3.67019
4750     3.89302
5000     4.08321
